"category","goods_no","title","subtitle","author","author_url","publisher","publisher_url","publish_date","discount_rate","price_discount","price_original","point","review_count","review_score","sale_count","sale_status","event_title","event_period","tag","used_count","ebook_exist","ebook_price","preview_exist","revised_info","image_url","detail_url","delivery_info","description"
"게임","145705024","마인크래프트 서바이벌 챌린지 모험편",NA,"Mojang Studio; 강세중","https://www.yes24.com/product/search?domain=ALL&query=Mojang%2520Studio&authorNo=192263&author=Mojang Studio; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B0%2595%25EC%2584%25B8%25EC%25A4%2591&authorNo=451353&author=강세중","영진닷컴","https://www.yes24.com/product/search?&domain=ALL&company=%ec%98%81%ec%a7%84%eb%8b%b7%ec%bb%b4&query=%25EC%2598%2581%25EC%25A7%2584%25EB%258B%25B7%25EC%25BB%25B4","2025년 04월","10","12,600","14,000","포인트적립700원",NA,NA,"판매지수 516",NA,NA,NA,"#마인크래프트",NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/145705024/L","https://www.yes24.com/product/goods/145705024","내일 (5/12, 월) 도착예정","마인크래프트 공식 가이드 시리즈마인크래프트 모험을 위한 서바이벌 미니 챌린지 마인크래프트는 여러 가지 블록으로 이루어진 자원을 이용해 멋진 건축물을 만들거나, 무기를 만들어 적과 싸우는 등 다양한 활동을..."
"게임","145576189","철구의 FUN한 로블록스",NA,"강철구","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B0%2595%25EC%25B2%25A0%25EA%25B5%25AC&authorNo=492968&author=강철구","서하당","https://www.yes24.com/product/search?&domain=ALL&company=%ec%84%9c%ed%95%98%eb%8b%b9&query=%25EC%2584%259C%25ED%2595%2598%25EB%258B%25B9","2025년 04월","10","13,500","15,000","포인트적립750원",NA,NA,"판매지수 651",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/goods/145576189/L","https://www.yes24.com/product/goods/145576189","내일 (5/12, 월) 도착예정","“마우이가 알려줄게!”12살 작가가 직접 쓴, 로블록스 세상의 재미있는 입문서!“처음 로블록스를 한다면? 걱정하지 마세요, 이 책이 차근차근 알려줄게요!”100% 어린이 시선으로 구성된 ‘진짜 초보자용’ 로블록..."
"게임","146143615","언리얼 엔진5 멀티플레이 게임 만들기",NA,"강상용","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B0%2595%25EC%2583%2581%25EC%259A%25A9&authorNo=472983&author=강상용","BOOKK(부크크)","https://www.yes24.com/product/search?&domain=ALL&company=BOOKK(%eb%b6%80%ed%81%ac%ed%81%ac)&query=BOOKK(%25EB%25B6%2580%25ED%2581%25AC%25ED%2581%25AC)","2025년 04월",NA,"29,900","29,900",NA,NA,NA,"판매지수 102",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/goods/146143615/L","https://www.yes24.com/product/goods/146143615","6일 이내 (5/17, 토) 출고예정","『언리얼 엔진5 멀티플레이 게임 만들기』는 언리얼 엔진5를 활용해 멀티플레이 게임 프로그래밍을 단계적으로 배울 수 있는 교재이다. 한국폴리텍대학 서울정수캠퍼스 메타버스콘텐츠학과의 프로그래밍 수업을 위해..."
"게임","143255169","챗GPT와 함께 배우는 인공지능 엔트리 마스터하기 + 챗GPT와 함께 배우는 엔트리 마스터하기 세트",NA,"김종훈; 김현경; 김동건","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25EC%25A2%2585%25ED%259B%2588&authorNo=171749&author=김종훈; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25ED%2598%2584%25EA%25B2%25BD&authorNo=467174&author=김현경; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25EB%258F%2599%25EA%25B1%25B4&authorNo=467176&author=김동건","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 03월","10","41,400","46,000","포인트적립2,300원","2","10.0",NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143255169","내일 (5/12, 월) 도착예정",NA
"게임","143251916","챗GPT와 함께 배우는 인공지능 엔트리 마스터하기","챗GPT 활용부터 AI 문해력, 사고력을 쑥쑥 길러주는 학습서!","김종훈; 김현경; 김동건","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25EC%25A2%2585%25ED%259B%2588&author=%ea%b9%80%ec%a2%85%ed%9b%88; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25ED%2598%2584%25EA%25B2%25BD&author=%ea%b9%80%ed%98%84%ea%b2%bd; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25EB%258F%2599%25EA%25B1%25B4&author=%ea%b9%80%eb%8f%99%ea%b1%b4","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 03월","10","19,800","22,000","포인트적립1,100원",NA,NA,"판매지수 2,358",NA,NA,NA,"#크레마클럽에있어요","17,600원","Y","17,600원","N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143251916","내일 (5/12, 월) 도착예정","문제해결 능력을 키워주는 인공지능 엔트리 첫걸음!챗GPT와 함께 단계별 체계적인 학습으로 AI 문해력, 사고력까지 쑥쑥!인공지능 시대에 AI 문해력, 사고력은 이제 필수이다. 대다수 엔트리 책은 기초 내용만 담고 ..."
"게임","143372817","현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨","스토리를 넘어 플레이를 설계하는 법","김현석","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25ED%2598%2584%25EC%2584%259D&authorNo=400563&author=김현석","초록비책공방","https://www.yes24.com/product/search?&domain=ALL&company=%ec%b4%88%eb%a1%9d%eb%b9%84%ec%b1%85%ea%b3%b5%eb%b0%a9&query=%25EC%25B4%2588%25EB%25A1%259D%25EB%25B9%2584%25EC%25B1%2585%25EA%25B3%25B5%25EB%25B0%25A9","2025년 03월","10","23,400","26,000","포인트적립1,300원","4","10.0","판매지수 1,080",NA,NA,NA,"#시나리오작법",NA,"N",NA,"Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143372817","내일 (5/12, 월) 도착예정","스토리, 내러티브, 인터랙션까지! 게임의 움직이는 모든 순간을 설계한다게임 기획자의 필독서로 자리 잡은 『현업 기획자 마이즈가 알려주는 게임 기획 스쿨』의 저자 김현석이 20년 이상 쌓아온 실무 경험을 바탕..."
"게임","90178804","인생 유니티 교과서","유니티 게임 개발 탑티어 강의!","이영훈; 김태환; 김현진; 박원석; 박현상; 탁광욱; 이영호","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%2598%2581%25ED%259B%2588&authorNo=299301&author=이영훈; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25ED%2583%259C%25ED%2599%2598&authorNo=299302&author=김태환; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25ED%2598%2584%25EC%25A7%2584&authorNo=299303&author=김현진; https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%2595%25EC%259B%2590%25EC%2584%259D&authorNo=299304&author=박원석; https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%2595%25ED%2598%2584%25EC%2583%2581&authorNo=299305&author=박현상; https://www.yes24.com/product/search?domain=ALL&query=%25ED%2583%2581%25EA%25B4%2591%25EC%259A%25B1&authorNo=299307&author=탁광욱; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%2598%2581%25ED%2598%25B8&authorNo=339671&author=이영호","성안당","https://www.yes24.com/product/search?&domain=ALL&company=%ec%84%b1%ec%95%88%eb%8b%b9&query=%25EC%2584%25B1%25EC%2595%2588%25EB%258B%25B9","2025년 03월","10","36,000","40,000","포인트적립2,000원","27","9.4","판매지수 1,920",NA,NA,NA,"#분철","36개","Y","30,400원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/90178804","내일 (5/12, 월) 도착예정","유니티 게임 개발 탑티어 강의! 버전 6로 전면 개정![2021 세종도서 학술 부문 우수 도서 선정]이 책은 지난 2024년 10월 17일 발표된 유니티 버전 6에 맞춰 전폭적인 기능 설명과 메뉴를 전면 개편한 6쇄 전면 개정..."
"게임","142788726","언리얼 엔진 5로 개발하는 멀티플레이어 게임","C++, 블루프린트, 언리얼 엔진의 네트워킹 기능을 사용한 매력적인 멀티플레이어 게임 개발","마르코 세치; 이지성; 송정은","https://www.yes24.com/product/search?domain=ALL&query=%25EB%25A7%2588%25EB%25A5%25B4%25EC%25BD%2594%2520%25EC%2584%25B8%25EC%25B9%2598&authorNo=486505&author=마르코 세치; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%25A7%2580%25EC%2584%25B1&authorNo=426581&author=이지성; https://www.yes24.com/product/search?domain=ALL&query=%25EC%2586%25A1%25EC%25A0%2595%25EC%259D%2580&authorNo=426582&author=송정은","에이콘출판사","https://www.yes24.com/product/search?&domain=ALL&company=%ec%97%90%ec%9d%b4%ec%bd%98%ec%b6%9c%ed%8c%90%ec%82%ac&query=%25EC%2597%2590%25EC%259D%25B4%25EC%25BD%2598%25EC%25B6%259C%25ED%258C%2590%25EC%2582%25AC","2025년 02월","10","36,000","40,000","포인트적립2,000원","1","10.0","판매지수 942",NA,NA,NA,NA,"32,000원","Y","32,000원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/142788726","내일 (5/12, 월) 도착예정","언리얼 엔진 5를 사용해서 멀티플레이어 게임을 개발하려는 초중급 개발자를 대상으로 한 책이다. 네트워킹의 기초부터 시작해 복제, RPC, 연관성, AI 시스템, 세션 관리 등 중요 개념을 배울 뿐만 아니라 네트워크 ..."
"게임","143001640","게임 개발자가 알려주는 유니티 게임 제작 입문",NA,"홍동희","https://www.yes24.com/product/search?domain=ALL&query=%25ED%2599%258D%25EB%258F%2599%25ED%259D%25AC&authorNo=432519&author=홍동희","AK(에이케이 커뮤니케이션즈)","https://www.yes24.com/product/search?&domain=ALL&company=AK(%ec%97%90%ec%9d%b4%ec%bc%80%ec%9d%b4+%ec%bb%a4%eb%ae%a4%eb%8b%88%ec%bc%80%ec%9d%b4%ec%85%98%ec%a6%88)&query=AK(%25EC%2597%2590%25EC%259D%25B4%25EC%25BC%2580%25EC%259D%25B4%2520%25EC%25BB%25A4%25EB%25AE%25A4%25EB%258B%2588%25EC%25BC%2580%25EC%259D%25B4%25EC%2585%2598%25EC%25A6%2588)","2025년 02월","5","24,700","26,000","포인트적립520원",NA,NA,"판매지수 1,422",NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143001640","내일 (5/12, 월) 도착예정","유니티6 대응 전면 개정판!유니티 게임 제작 입문의 지름길!오랜 게임 제작 경력의 현역 개발자가 알려주는 게임제작의 경험과 노하우!유니티로 게임 개발자가 되기 위해서는 어떻게 해야 될까? 스스로 게임을 만들..."
"게임","142763143","레트로의 유니티 6 게임 프로그래밍 에센스","4가지 게임을 만들면서 배우는 실전 유니티 개발 가이드","이제민","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%25A0%259C%25EB%25AF%25BC&authorNo=248602&author=이제민","한빛미디어","https://www.yes24.com/product/search?&domain=ALL&company=%ed%95%9c%eb%b9%9b%eb%af%b8%eb%94%94%ec%96%b4&query=%25ED%2595%259C%25EB%25B9%259B%25EB%25AF%25B8%25EB%2594%2594%25EC%2596%25B4","2025년 02월","10","59,400","66,000","포인트적립3,300원","71","9.8","판매지수 3,909",NA,NA,NA,"#분철","52,800원","Y","52,800원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/142763143","내일 (5/12, 월) 도착예정","최고의 유니티 마스터 레트로가 알려주는 가장 친절한 유니티 게임 개발 튜토리얼유니티 입문서의 절대 강자 『레트로의 유니티 게임 프로그래밍 에센스』가 유니티 6에 맞춰 더욱 강력해진 3판으로 돌아왔다. 이 책..."
