"category","goods_no","title","subtitle","author","author_url","publisher","publisher_url","publish_date","discount_rate","price_discount","price_original","point","review_count","review_score","sale_count","sale_status","event_title","event_period","tag","used_count","ebook_exist","ebook_price","preview_exist","revised_info","image_url","detail_url","delivery_info","description"
"네트워크/해킹/보안","146355057","처음부터 제대로 배우는 도커/쿠버네티스 컨테이너 개발과 운영","컨테이너 기초부터 배포, 앱 구축, 패키징, 클라우드 운영, CD 자동화까지","야마다 아키노리; 이춘혁","https://www.yes24.com/product/search?domain=ALL&query=%25EC%2595%25BC%25EB%25A7%2588%25EB%258B%25A4%2520%25EC%2595%2584%25ED%2582%25A4%25EB%2585%25B8%25EB%25A6%25AC&authorNo=254387&author=야마다 아키노리; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%25B6%2598%25ED%2598%2581&authorNo=316552&author=이춘혁","제이펍","https://www.yes24.com/product/search?&domain=ALL&company=%ec%a0%9c%ec%9d%b4%ed%8e%8d&query=%25EC%25A0%259C%25EC%259D%25B4%25ED%258E%258D","2025년 05월","10","36,000","40,000","포인트적립2,000원",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/146355057/L","https://www.yes24.com/product/goods/146355057","5/29(목) 발송예정(예약판매)","실전 애플리케이션 개발과 운영을 위한 도커/쿠버네티스 컨테이너 기술 완벽 해설서 도커와 쿠버네티스를 활용한 컨테이너 기술의 핵심을 집대성한 실전 입문서다. 컨테이너 가상화 기술의 개념부터 시작해, 도커 기..."
"네트워크/해킹/보안","146006313","소문난 명강의 김길성의 네트워크 딥다이브","용어의 기원부터 장비, 보안, 관리까지 네트워크 엔지니어링을 위한 거의 모든 것","김길성","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25EA%25B8%25B8%25EC%2584%25B1&authorNo=345025&author=김길성","한빛미디어","https://www.yes24.com/product/search?&domain=ALL&company=%ed%95%9c%eb%b9%9b%eb%af%b8%eb%94%94%ec%96%b4&query=%25ED%2595%259C%25EB%25B9%259B%25EB%25AF%25B8%25EB%2594%2594%25EC%2596%25B4","2025년 05월","10","43,200","48,000","포인트적립2,400원",NA,NA,"판매지수 393",NA,NA,NA,"#네트워크",NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/146006313/L","https://www.yes24.com/product/goods/146006313","5/14(수) 발송예정(예약판매)","빛, 광 통신, 전기 통신, TDM, 이더넷, SLB 등 소프트웨어와 하드웨어를 넘나드는 네트워크 엔지니어링의 모든 것을 단 한 권에 네트워크 엔지니어로서 기술에 대한 깊은 목마름을 느낄 때가 있다. 특히 진입 장벽이..."
"네트워크/해킹/보안","145240291","그림과 작동 원리로 쉽게 이해하는 네트워크의 기초","네트워크의 전체 구조와 기술이 한눈에 들어오는 핵심 입문서","데브아틱스","https://www.yes24.com/product/search?domain=ALL&query=%25EB%258D%25B0%25EB%25B8%258C%25EC%2595%2584%25ED%258B%25B1%25EC%258A%25A4&authorNo=492368&author=데브아틱스","위키북스","https://www.yes24.com/product/search?&domain=ALL&company=%ec%9c%84%ed%82%a4%eb%b6%81%ec%8a%a4&query=%25EC%259C%2584%25ED%2582%25A4%25EB%25B6%2581%25EC%258A%25A4","2025년 04월","10","22,500","25,000","포인트적립1,250원","3","10.0","판매지수 390",NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/145240291/L","https://www.yes24.com/product/goods/145240291","2일 이내 (5/13, 화) 출고예정","『그림과 작동 원리로 쉽게 이해하는 네트워크의 기초』는 네트워크의 기본 개념과 계층 구조를 처음 접하는 대학생이나 관련 지식이 부족한 초보자를 위한 기초 지식을 전달하는 데 집중한다. 또한 단순한 이론 나..."
"네트워크/해킹/보안","143789685","요즘 우아한 AI 개발 + 요즘 우아한 개발 세트",NA,"우아한형제들","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259A%25B0%25EC%2595%2584%25ED%2595%259C%25ED%2598%2595%25EC%25A0%259C%25EB%2593%25A4&authorNo=342623&author=우아한형제들","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 04월","10","43,200","48,000","포인트적립2,400원","34","8.9",NA,NA,"요즘 우아한 AI 개발 - 배민문방구 때수건","(25.03.17 ~ 00.12.31)",NA,NA,"N",NA,"N",NA,"https://image.yes24.com/goods/143789685/L","https://www.yes24.com/product/goods/143789685","내일 (5/12, 월) 도착예정",NA
"네트워크/해킹/보안","143753715","요즘 우아한 AI 개발","머신러닝에서 GPT, LLM, 생성형 AI, MLOps까지, 배달의민족 실제 프로젝트로 엿보는 AI 활용 이야기","우아한형제들","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259A%25B0%25EC%2595%2584%25ED%2595%259C%25ED%2598%2595%25EC%25A0%259C%25EB%2593%25A4&authorNo=342623&author=우아한형제들","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 04월","10","21,600","24,000","포인트적립1,200원","9","9.6","판매지수 9,801",NA,"월간 개발자 2025년 5월호","(25.04.30 ~ 25.05.30)","#크레마클럽에있어요","19,200원","Y","19,200원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143753715","내일 (5/12, 월) 도착예정","‘우아한형제들’의 진짜 개발 이야기, AI와 함께 돌아왔습니다!배달의민족 메뉴 추천 AI부터 배달 로봇까지, 현실이 된 AI 기술 이야기 수록우아한형제들의 생생한 개발 이야기를 엮은 『요즘 우아한 개발』이 AI ..."
"네트워크/해킹/보안","144130111","정보보호와 내부감사의 첫걸음","CISA를 통해 알아보는","이재호; 한대화; 강도운","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%259E%25AC%25ED%2598%25B8&authorNo=385079&author=이재호; https://www.yes24.com/product/search?domain=ALL&query=%25ED%2595%259C%25EB%258C%2580%25ED%2599%2594&authorNo=490719&author=한대화; https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B0%2595%25EB%258F%2584%25EC%259A%25B4&authorNo=490720&author=강도운","다산글방","https://www.yes24.com/product/search?&domain=ALL&company=%eb%8b%a4%ec%82%b0%ea%b8%80%eb%b0%a9&query=%25EB%258B%25A4%25EC%2582%25B0%25EA%25B8%2580%25EB%25B0%25A9","2025년 03월",NA,"20,000","20,000",NA,NA,NA,"판매지수 354",NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/144130111","내일 (5/12, 월) 도착예정","정보보호와 감사의 시작과 끝정보보호 입문자 및 실무자를 위한 필독도서한 분야의 전문가가 되기 위해서는 최소 10,000시간의 노력이 필요하다는 이론이 있다. 10,000시간은 매일 3시간씩하면 10년이 되어 10년의 ..."
"네트워크/해킹/보안","143876274","THINK CHANGE : AI 시대 정보 보호",NA,"백제현","https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%25B1%25EC%25A0%259C%25ED%2598%2584&authorNo=490177&author=백제현","잇담","https://www.yes24.com/product/search?&domain=ALL&company=%ec%9e%87%eb%8b%b4&query=%25EC%259E%2587%25EB%258B%25B4","2025년 03월","10","23,850","26,500","포인트적립1,320원","10","9.6","판매지수 534",NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143876274","내일 (5/12, 월) 도착예정","AI 시대, 보안이 무너지면 모든 것이 무너진다!사이버 위협이 일상이 된 시대, 정보보호는 이제 선택이 아닌 필수다!디지털 혁명과 인공지능(AI)의 발전은 우리의 삶과 비즈니스를 혁신적으로 변화시키고 있다. 하지..."
"네트워크/해킹/보안","142954291","Azure OpenAI로 ChatGPT와 LLM 시스템 쉽고 빠르게 구축하기","챗GPT 활용부터 프롬프트 엔지니어링, RAG 구현, 자체 코파일럿 개발까지 AI 시스템 구축을 위한 애저 완벽 실무 가이드","가모 히로사토; 나가타 쇼헤이; 다테와키 유타; 미야타 다이시; 요시다 신고; 이토 슌타; 하나가사키 노부스케; 원밀리언라인즈코딩; 배인진","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B0%2580%25EB%25AA%25A8%2520%25ED%259E%2588%25EB%25A1%259C%25EC%2582%25AC%25ED%2586%25A0&authorNo=487241&author=가모 히로사토; https://www.yes24.com/product/search?domain=ALL&query=%25EB%2582%2598%25EA%25B0%2580%25ED%2583%2580%2520%25EC%2587%25BC%25ED%2597%25A4%25EC%259D%25B4&authorNo=487242&author=나가타 쇼헤이; https://www.yes24.com/product/search?domain=ALL&query=%25EB%258B%25A4%25ED%2585%258C%25EC%2599%2580%25ED%2582%25A4%2520%25EC%259C%25A0%25ED%2583%2580&authorNo=487244&author=다테와키 유타; https://www.yes24.com/product/search?domain=ALL&query=%25EB%25AF%25B8%25EC%2595%25BC%25ED%2583%2580%2520%25EB%258B%25A4%25EC%259D%25B4%25EC%258B%259C&authorNo=487245&author=미야타 다이시; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259A%2594%25EC%258B%259C%25EB%258B%25A4%2520%25EC%258B%25A0%25EA%25B3%25A0&authorNo=487246&author=요시다 신고; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25ED%2586%25A0%2520%25EC%258A%258C%25ED%2583%2580&authorNo=487247&author=이토 슌타; https://www.yes24.com/product/search?domain=ALL&query=%25ED%2595%2598%25EB%2582%2598%25EA%25B0%2580%25EC%2582%25AC%25ED%2582%25A4%2520%25EB%2585%25B8%25EB%25B6%2580%25EC%258A%25A4%25EC%25BC%2580&authorNo=487248&author=하나가사키 노부스케; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259B%2590%25EB%25B0%2580%25EB%25A6%25AC%25EC%2596%25B8%25EB%259D%25BC%25EC%259D%25B8%25EC%25A6%2588%25EC%25BD%2594%25EB%2594%25A9&authorNo=461904&author=원밀리언라인즈코딩; https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%25B0%25EC%259D%25B8%25EC%25A7%2584&authorNo=487251&author=배인진","제이펍","https://www.yes24.com/product/search?&domain=ALL&company=%ec%a0%9c%ec%9d%b4%ed%8e%8d&query=%25EC%25A0%259C%25EC%259D%25B4%25ED%258E%258D","2025년 03월","10","27,000","30,000","포인트적립1,500원","5","10.0","판매지수 2,829",NA,"[단독] 제이펍 퍼블리싱 브랜드전 - 리유저블 텀블러","(25.05.02 ~ 00.12.31)",NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/142954291","내일 (5/12, 월) 도착예정","단계별로 배우는 효율적인 AI 시스템 구축법빠르게 발전하는 AI 기술의 중심에는 마이크로소프트 Azure OpenAI가 있다. 이 책은 실무에서 바로 활용할 수 있도록 생성형 AI와 ChatGPT 모델의 도입부터 최적화까지 단..."
"네트워크/해킹/보안","143640986","비전공자를 위한 AWS 클라우드와 네트워크",NA,"백지석","https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%25B1%25EC%25A7%2580%25EC%2584%259D&authorNo=456282&author=백지석","BOOKK(부크크)","https://www.yes24.com/product/search?&domain=ALL&company=BOOKK(%eb%b6%80%ed%81%ac%ed%81%ac)&query=BOOKK(%25EB%25B6%2580%25ED%2581%25AC%25ED%2581%25AC)","2025년 03월",NA,"15,000","15,000",NA,"1","10.0","판매지수 354",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143640986","내일 (5/12, 월) 도착예정",""" 클라우드와 네트워크를 배우고 싶은 비전공자들을 위한 책입니다. 비전공자로 IT산업에 뛰어들어 많은 강의와 책을 읽었습니다. 하지만 비전공자를 위한 컨텐츠가 많지 않아 비전공자들이 클라우드와 네트워크를 ..."
"네트워크/해킹/보안","143055806","성과로 입증하는 제로트러스트","시큐리티 가이드 2025 V.20",NA,NA,"(주)화산미디어","https://www.yes24.com/product/search?&domain=ALL&company=(%ec%a3%bc)%ed%99%94%ec%82%b0%eb%af%b8%eb%94%94%ec%96%b4&query=(%25EC%25A3%25BC)%25ED%2599%2594%25EC%2582%25B0%25EB%25AF%25B8%25EB%2594%2594%25EC%2596%25B4","2025년 02월","5","28,500","30,000","포인트적립600원","1","2.0","판매지수 108","품절",NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143055806",NA,"국가·공공기관의 망 보안 체계를 전면 개편한 N2SF가 시행된다. N2SF는 공공기관 망분리 개선 이상의 의미를 갖는다. 일률적인 통제 중심의 보안 정책이 급변하는 상황에 따라 달라지는 유연한 정책으로 바뀌어 AI, ..."
