"category","goods_no","title","subtitle","author","author_url","publisher","publisher_url","publish_date","discount_rate","price_discount","price_original","point","review_count","review_score","sale_count","sale_status","event_title","event_period","tag","used_count","ebook_exist","ebook_price","preview_exist","revised_info","image_url","detail_url","delivery_info","description"
"오피스 활용","145993511","엄마 아빠에게 선물하는 스마트폰 활용 + 챗GPT 무한 꿀팁 36","갤럭시, AI, 챗GPT, 등본 발급, 카카오톡, 송금, 선물하기, 쿠팡, 배달 주문, 번역, 카메라/사진, 길찾기까지","온선(김은정)","https://www.yes24.com/product/search?domain=ALL&query=%25EC%2598%25A8%25EC%2584%25A0(%25EA%25B9%2580%25EC%259D%2580%25EC%25A0%2595)&authorNo=493785&author=온선(김은정)","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 06월","10","21,600","24,000","포인트적립1,200원",NA,NA,"판매지수 315",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/goods/145993511/L","https://www.yes24.com/product/goods/145993511","6/2(월) 발송예정(예약판매)","스마트폰은 24시간 엄마 아빠랑 있지만, 우리는 그러지 못한다!그래서 ‘이거 어떻게 하더라?’ 진짜 필요한 스마트폰 꿀팁을 한데 모아서누적조회수 200만 유튜버, 온선이 싹~ 알려준다!카톡으로 송금 보내고 싶은..."
"오피스 활용","146357862","일잘러의 무기가 되는 엑셀 파워 쿼리","방대한 실무 데이터를 자유자재로 다루는 강력한 파워 쿼리 기능을 한 권으로!","최준선","https://www.yes24.com/product/search?domain=ALL&query=%25EC%25B5%259C%25EC%25A4%2580%25EC%2584%25A0&authorNo=119303&author=최준선","한빛미디어","https://www.yes24.com/product/search?&domain=ALL&company=%ed%95%9c%eb%b9%9b%eb%af%b8%eb%94%94%ec%96%b4&query=%25ED%2595%259C%25EB%25B9%259B%25EB%25AF%25B8%25EB%2594%2594%25EC%2596%25B4","2025년 05월","10","21,600","24,000","포인트적립1,200원",NA,NA,NA,NA,NA,NA,"#엑셀",NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/146357862/L","https://www.yes24.com/product/goods/146357862","5/14(수) 발송예정(예약판매)","일잘러의 무기가 되는 파워 쿼리 기능 15개를 학습한다!엑셀의 한계를 뛰어넘어 원하는 데이터를 쉽고 빠르게 얻는 방법을 학습한다!오늘날 비즈니스 환경에서 가장 중요한 것은 단연 데이터다. 데이터를 읽고, 정리..."
"오피스 활용","145967846","단계학습 한글2022 기본&실무프로젝트",NA,"렉스기획팀","https://www.yes24.com/product/search?domain=ALL&query=%25EB%25A0%2589%25EC%258A%25A4%25EA%25B8%25B0%25ED%259A%258D%25ED%258C%2580&authorNo=264916&author=렉스기획팀","REXmedia(렉스미디어)","https://www.yes24.com/product/search?&domain=ALL&company=REXmedia(%eb%a0%89%ec%8a%a4%eb%af%b8%eb%94%94%ec%96%b4)&query=REXmedia(%25EB%25A0%2589%25EC%258A%25A4%25EB%25AF%25B8%25EB%2594%2594%25EC%2596%25B4)","2025년 05월","10","12,600","14,000","포인트적립700원",NA,NA,"판매지수 42",NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/145967846/L","https://www.yes24.com/product/goods/145967846","2일 이내 (5/13, 화) 출고예정","엄선된 학습 내용과 다양한 예제 사용하고, 쉽게 따라할 수 있는 단계별 따라하도록 하였으며, 바로 활용할 수 있는 찐실무 프로젝트를 수록했다."
"오피스 활용","145752875","쓱 하고 싹 배우는 파워포인트 365",NA,"최옥주","https://www.yes24.com/product/search?domain=ALL&query=%25EC%25B5%259C%25EC%2598%25A5%25EC%25A3%25BC&authorNo=273047&author=최옥주","영진닷컴","https://www.yes24.com/product/search?&domain=ALL&company=%ec%98%81%ec%a7%84%eb%8b%b7%ec%bb%b4&query=%25EC%2598%2581%25EC%25A7%2584%25EB%258B%25B7%25EC%25BB%25B4","2025년 05월","10","12,600","14,000","포인트적립700원",NA,NA,"판매지수 60",NA,NA,NA,"#파워포인트",NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/145752875/L","https://www.yes24.com/product/goods/145752875","내일 (5/12, 월) 도착예정","친절한 설명과 재미있는 실습 예제가 큰 그림과 큰 글씨로 담겨 있어 누구나 쉽고 빠르게 배울 수 있는 ‘파워포인트 365’마이크로소프트 오피스 365는 월 사용료를 납부하는 구독형 오피스 프로그램으로, 클라우드..."
"오피스 활용","142767331","엑셀 리터러시","기초적인 데이터 입력부터 고급 분석 기법까지","유현배","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259C%25A0%25ED%2598%2584%25EB%25B0%25B0&authorNo=303191&author=유현배","연두에디션","https://www.yes24.com/product/search?&domain=ALL&company=%ec%97%b0%eb%91%90%ec%97%90%eb%94%94%ec%85%98&query=%25EC%2597%25B0%25EB%2591%2590%25EC%2597%2590%25EB%2594%2594%25EC%2585%2598","2025년 04월",NA,"18,000","18,000",NA,NA,NA,"판매지수 186",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/142767331","내일 (5/12, 월) 도착예정","데이터 시대의 필수 역량, 엑셀 리터러시를 말하다데이터 분석과 관리가 필수 역량이 된 시대, 마이크로소프트 엑셀(Excel)은 단순한 스프레드시트를 넘어 강력한 데이터 처리 도구로 자리 잡았다. 『엑셀 리터러시..."
"오피스 활용","145391072","이게 되네? 챗GPT 미친 크롤링 24제 + 이게 되네? 챗GPT 미친 활용법 71제 세트",NA,"오힘찬; 박현규","https://www.yes24.com/product/search?domain=ALL&query=%25EC%2598%25A4%25ED%259E%2598%25EC%25B0%25AC&authorNo=463633&author=오힘찬; https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%2595%25ED%2598%2584%25EA%25B7%259C&authorNo=491779&author=박현규","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 04월","10","45,000","50,000","포인트적립2,500원","115","9.7",NA,NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/145391072","내일 (5/12, 월) 도착예정",NA
"오피스 활용","144868498","이게 되네? 챗GPT 미친 크롤링 24제","코드 몰라도 OK! 이걸 긁네? 기출문제, 항공권, 청약, 소상공인24, 알리, 기사, 유튜브 댓글까지 모조리 긁어오는 데이터 수집과 GPTs 업무 자동화","박현규","https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%2595%25ED%2598%2584%25EA%25B7%259C&authorNo=491779&author=박현규","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 04월","10","23,400","26,000","포인트적립1,300원","2","10.0","판매지수 3,936",NA,"월간 개발자 2025년 5월호","(25.04.30 ~ 25.05.30)",NA,"20,800원","Y","20,800원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/144868498","내일 (5/12, 월) 도착예정","클릭보다 빠른 데이터 수집, 코딩 없이 챗GPT와 함께라면 웹 크롤링도 문제없습니다!API부터 나만의 GPTs, 엑셀, 차트, 결과물까지! 이걸 긁네? 웹 크롤링과 자동화의 모든 과정을 한 권으로 완성!하루 1시간으로 데..."
"오피스 활용","145015291","M365 코파일럿 무작정 따라하기","일잘러를 위한 최고의 업무 파트너","김시연; 서지영","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B9%2580%25EC%258B%259C%25EC%2597%25B0&authorNo=492047&author=김시연; https://www.yes24.com/product/search?domain=ALL&query=%25EC%2584%259C%25EC%25A7%2580%25EC%2598%2581&authorNo=307999&author=서지영","길벗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b8%b8%eb%b2%97&query=%25EA%25B8%25B8%25EB%25B2%2597","2025년 04월","10","19,800","22,000","포인트적립1,100원",NA,NA,"판매지수 3,996",NA,"월간 개발자 2025년 5월호","(25.04.30 ~ 25.05.30)","#일잘러업무스킬","17,600원","Y","17,600원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/145015291","내일 (5/12, 월) 도착예정","일잘러를 위한 최고의 업무 파트너!이제 일잘러의 기준은 Copilot이다.일하는 방식이 바뀌면, 일하는 사람이 달라진다. 『M365 Copilot 무작정 따라하기』는 M365 Copilot의 작동 방법은 물론, 일잘러라면 꼭 알아야..."
"오피스 활용","144497858","엑셀 2021 작품만들기",NA,"창의콘텐츠연구소","https://www.yes24.com/product/search?domain=ALL&query=%25EC%25B0%25BD%25EC%259D%2598%25EC%25BD%2598%25ED%2585%2590%25EC%25B8%25A0%25EC%2597%25B0%25EA%25B5%25AC%25EC%2586%258C&authorNo=266564&author=창의콘텐츠연구소","해람북스","https://www.yes24.com/product/search?&domain=ALL&company=%ed%95%b4%eb%9e%8c%eb%b6%81%ec%8a%a4&query=%25ED%2595%25B4%25EB%259E%258C%25EB%25B6%2581%25EC%258A%25A4","2025년 04월","10","12,600","14,000","포인트적립700원",NA,NA,"판매지수 42",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/144497858","2일 이내 (5/13, 화) 출고예정","“하나뿐인 나만의 작품 만들기”OA마스터 시리즈는 다양한 기능을 사용하여 나만의 작품을 만들 수 있는 OA심화 교재로 다음과 같은 특징으로 구성하였다. 주요 기능을 활용하여 재미있고 실용적인 작품을 만들어 ..."
"오피스 활용","144690322","할 수 있다! 엑셀 2021 기초",NA,"장경숙","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259E%25A5%25EA%25B2%25BD%25EC%2588%2599&authorNo=279263&author=장경숙","시대인","https://www.yes24.com/product/search?&domain=ALL&company=%ec%8b%9c%eb%8c%80%ec%9d%b8&query=%25EC%258B%259C%25EB%258C%2580%25EC%259D%25B8","2025년 04월","10","10,800","12,000","포인트적립600원","3","10.0","판매지수 84",NA,NA,NA,NA,"8,400원","Y","8,400원","N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/144690322","내일 (5/12, 월) 도착예정","누구나 쉽게 배울 수 있는 엑셀 입문서엑셀을 활용하면 다양한 수식을 이용하는 서류를 쉽게 만들 수 있다. 이 책은 엑셀을 어려워하는 엑셀 초보자를 위한 입문서로 일정표, 예약 관리 프로그램, 재고 현황표, 판매..."
