"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","revised_notice","ebook_info","gift_info","description","image_url"
"처음부터 제대로 배우는 도커/쿠버네티스 컨테이너 개발과 운영","146355057","https://www.yes24.com/product/goods/146355057","네트워크/해킹/보안","야마다 아키노리 저/이춘혁 역","제이펍","2025년 05월","40,000","36,000","10",NA,NA,"5/29(목) 발송예정(예약판매)",NA,"개정신판",NA,NA,"Y","Y",NA,NA,NA,NA,"실전 애플리케이션 개발과 운영을 위한 도커/쿠버네티스 컨테이너 기술 완벽 해설서 도커와 쿠버네티스를 활용한 컨테이너 기술의 핵심을 집대성한 실전 입문서다. 컨테이너 가상화 기술의 개념부터 시작해, 도커 기...","https://image.yes24.com/goods/146355057/L"
"소문난 명강의 김길성의 네트워크 딥다이브","146006313","https://www.yes24.com/product/goods/146006313","네트워크/해킹/보안","김길성 저","한빛미디어","2025년 05월","48,000","43,200","10",NA,NA,"5/14(수) 발송예정(예약판매)",NA,NA,NA,393,"Y","Y",NA,NA,NA,NA,"빛, 광 통신, 전기 통신, TDM, 이더넷, SLB 등 소프트웨어와 하드웨어를 넘나드는 네트워크 엔지니어링의 모든 것을 단 한 권에 네트워크 엔지니어로서 기술에 대한 깊은 목마름을 느낄 때가 있다. 특히 진입 장벽이...","https://image.yes24.com/goods/146006313/L"
"그림과 작동 원리로 쉽게 이해하는 네트워크의 기초","145240291","https://www.yes24.com/product/goods/145240291","네트워크/해킹/보안","데브아틱스 저","위키북스","2025년 04월","25,000","22,500","10","10.0","회원리뷰(3건)","2일 이내 (5/13, 화) 출고예정",NA,NA,"위키북스 시스템 & 네트워크 시리즈-016",390,NA,"Y",NA,NA,NA,NA,"『그림과 작동 원리로 쉽게 이해하는 네트워크의 기초』는 네트워크의 기본 개념과 계층 구조를 처음 접하는 대학생이나 관련 지식이 부족한 초보자를 위한 기초 지식을 전달하는 데 집중한다. 또한 단순한 이론 나...","https://image.yes24.com/goods/145240291/L"
"요즘 우아한 AI 개발 + 요즘 우아한 개발 세트","143789685","https://www.yes24.com/product/goods/143789685","네트워크/해킹/보안","우아한형제들 저","골든래빗","2025년 04월","48,000","43,200","10","8.9","회원리뷰(34건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2권",NA,NA,NA,NA,NA,NA,NA,"Y",NA,"https://image.yes24.com/goods/143789685/L"
"요즘 우아한 AI 개발","143753715","https://www.yes24.com/product/goods/143753715","네트워크/해킹/보안","우아한형제들 저","골든래빗","2025년 04월","24,000","21,600","10","9.6","회원리뷰(9건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,9801,NA,"Y",NA,NA,"Y","Y","‘우아한형제들’의 진짜 개발 이야기, AI와 함께 돌아왔습니다!배달의민족 메뉴 추천 AI부터 배달 로봇까지, 현실이 된 AI 기술 이야기 수록우아한형제들의 생생한 개발 이야기를 엮은 『요즘 우아한 개발』이 AI ...","https://image.yes24.com/goods/143753715/L"
"정보보호와 내부감사의 첫걸음","144130111","https://www.yes24.com/product/goods/144130111","네트워크/해킹/보안","이재호, 한대화, 강도운 저","다산글방","2025년 03월","20,000","20,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,354,NA,"Y",NA,NA,NA,NA,"정보보호와 감사의 시작과 끝정보보호 입문자 및 실무자를 위한 필독도서한 분야의 전문가가 되기 위해서는 최소 10,000시간의 노력이 필요하다는 이론이 있다. 10,000시간은 매일 3시간씩하면 10년이 되어 10년의 ...","https://image.yes24.com/goods/144130111/L"
"THINK CHANGE : AI 시대 정보 보호","143876274","https://www.yes24.com/product/goods/143876274","네트워크/해킹/보안","백제현 저","잇담","2025년 03월","26,500","23,850","10","9.6","회원리뷰(10건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,534,NA,"Y",NA,NA,NA,NA,"AI 시대, 보안이 무너지면 모든 것이 무너진다!사이버 위협이 일상이 된 시대, 정보보호는 이제 선택이 아닌 필수다!디지털 혁명과 인공지능(AI)의 발전은 우리의 삶과 비즈니스를 혁신적으로 변화시키고 있다. 하지...","https://image.yes24.com/goods/143876274/L"
"Azure OpenAI로 ChatGPT와 LLM 시스템 쉽고 빠르게 구축하기","142954291","https://www.yes24.com/product/goods/142954291","네트워크/해킹/보안","가모 히로사토, 나가타 쇼헤이, 다테와키 유타, 미야타 다이시, 요시다 신고 저 외 4명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    가모 히로사토
                                                                나가타 쇼헤이
                                                                다테와키 유타
                                                                미야타 다이시
                                                                요시다 신고
                                                                이토 슌타
                                                                하나가사키 노부스케
                                                                원밀리언라인즈코딩
                                                                배인진","제이펍","2025년 03월","30,000","27,000","10","10.0","회원리뷰(5건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2829,NA,"Y",NA,NA,NA,"Y","단계별로 배우는 효율적인 AI 시스템 구축법빠르게 발전하는 AI 기술의 중심에는 마이크로소프트 Azure OpenAI가 있다. 이 책은 실무에서 바로 활용할 수 있도록 생성형 AI와 ChatGPT 모델의 도입부터 최적화까지 단...","https://image.yes24.com/goods/142954291/L"
"비전공자를 위한 AWS 클라우드와 네트워크","143640986","https://www.yes24.com/product/goods/143640986","네트워크/해킹/보안","백지석 저","BOOKK(부크크)","2025년 03월","15,000","15,000",NA,"10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,354,NA,NA,NA,NA,NA,NA,""" 클라우드와 네트워크를 배우고 싶은 비전공자들을 위한 책입니다. 비전공자로 IT산업에 뛰어들어 많은 강의와 책을 읽었습니다. 하지만 비전공자를 위한 컨텐츠가 많지 않아 비전공자들이 클라우드와 네트워크를 ...","https://image.yes24.com/goods/143640986/L"
"성과로 입증하는 제로트러스트","143055806","https://www.yes24.com/product/goods/143055806","네트워크/해킹/보안","편집부 저","(주)화산미디어","2025년 02월","30,000","28,500","5","2.0","회원리뷰(1건)",NA,NA,NA,NA,108,NA,NA,"품절",NA,NA,NA,"국가·공공기관의 망 보안 체계를 전면 개편한 N2SF가 시행된다. N2SF는 공공기관 망분리 개선 이상의 의미를 갖는다. 일률적인 통제 중심의 보안 정책이 급변하는 상황에 따라 달라지는 유연한 정책으로 바뀌어 AI, ...","https://image.yes24.com/goods/143055806/L"
